id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,DjordjeviÄ‡ D. (2021),Embase,"DjordjeviÄ‡ D., PetroviÄ‡ M., Å½unÄiÄ‡ S.D., StojiljkoviÄ‡ P., GoluboviÄ‡ I., Kadija M., MiciÄ‡ I.",DjordjeviÄ‡,Application of two types of suspensory fixation in reconstruction of anterior cruciate ligament with a semitendinosus-gracilis graft â€“ A randomized prospective study,Application of two types of suspens,2021,10.2298/VSP200128026D,Vojnosanitetski Pregled,DjordjeviÄ‡2021,,,
,DÃ¶bele S. (2021),Embase,"DÃ¶bele S., Ziegler P., Hofmann V., Histing T., Konrads C.",DÃ¶bele,Combining ACL Reconstruction and Refixation: the Single Anteromedial Bundle Biological Augmentation and Refixation (SAMBBAR) Technique,Combining ACL Reconstruction and Re,2021,,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,DÃ¶bele2021,,,
,Lee J.-W. (2020),Embase,"Lee J.-W., Kim S.-G., Kim S.-H., Cho H.-W., Bae J.-H.",Lee,Intra-articular Administration of Tranexamic Acid Has No Effect in Reducing Intra-articular Hemarthrosis and Postoperative Pain After Primary ACL Reconstruction Using a Quadruple Hamstring Graft: A Randomized Controlled Trial,Intra-articular Administration of T,2020,10.1177/2325967120933135,Orthopaedic Journal of Sports Medicine,Lee2020,,,
,Getgood A. (2019),Embase,"Getgood A., Bryant D., Firth A., Litchfield R., Willits K., Hewison C., Kaniki N., Remtulla A., Wanlin S., Pinto R., Martindale A., O'Neill L., Jennings M., Daniluk M., Birmingham T., Boyer D., McCormack B., Zomar M., Moon K., Moon R., Fan B., Mohan B., Heard M., Buchko G., Hiemstra L., Kerslake S., Heard M., MacDonald P., Stranges G., McRae S., Gullett L.A., Brown H., Legary A., Longo A., Christian M., Ferguson C., Rezansoff A., Mohtadi N., Barber R., Chan D., Campbell C., Garven A., Pulsifer K., Mayer M., Peterson D., Simunovic N., Duong A., Islam Z., Bardana D., Howells F., Tough M., Spalding T., Thompson P., Metcalfe A., Achten J., Thomas M., Legg A., Laver L., Asplin L., Dube A., Clarkson L., Brown J., Bolsover A., Bradshaw C., Belgrove L., Millan F., Turner S., Verdugo S., Lowe J., Dunne D., McGowan K., Suddens C.-M., Verdonk P., Declerq G., Vuylsteke K., Van Haver M.",Getgood,The Stability study: A protocol for a multicenter randomized clinical trial comparing anterior cruciate ligament reconstruction with and without Lateral Extra-articular Tenodesis in individuals who are at high risk of graft failure,The Stability study: A protocol for,2019,10.1186/s12891-019-2589-x,BMC Musculoskeletal Disorders,Getgood2019,,,
,Murray M.M. (2019),Embase,"Murray M.M., Kalish L.A., Fleming B.C., Flutie B., Freiberger C., Henderson R.N., Perrone G.S., Thurber L.G., Proffen B.L., Ecklund K., Kramer D.E., Yen Y.-M., Micheli L.J.",Murray,Bridge-Enhanced Anterior Cruciate Ligament Repair: Two-Year Results of a First-in-Human Study,Bridge-Enhanced Anterior Cruciate L,2019,10.1177/2325967118824356,Orthopaedic Journal of Sports Medicine,Murray2019,,,
,LÃ³pez-Vidriero E. (2019),Embase,"LÃ³pez-Vidriero E., OlivÃ©-Vilas R., LÃ³pez-CapapÃ© D., Varela-Sende L., LÃ³pez-Vidriero R., Til-PÃ©rez L.",LÃ³pez-Vidriero,"Efficacy and Tolerability of Progen, a Nutritional Supplement Based on Innovative Plasma Proteins, in ACL Reconstruction: A Multicenter Randomized Controlled Trial",Efficacy and Tolerability of Progen,2019,10.1177/2325967119827237,Orthopaedic Journal of Sports Medicine,LÃ³pez-Vidriero2019,,,
,Manandhar R.R. (2018),Embase,"Manandhar R.R., Chandrashekhar K., Kumaraswamy V., Sahanand S., Rajan D.",Manandhar,Functional outcome of an early anterior cruciate ligament reconstruction in comparison to delayed: Are we waiting in vain?,Functional outcome of an early ante,2018,10.1016/j.jcot.2017.03.001,Journal of Clinical Orthopaedics and Trauma,Manandhar2018,,,
,Karikis I. (2017),Embase,"Karikis I., Ejerhed L., Sernert N., RostgÃ¥rd-Christensen L., Kartus J.",Karikis,Radiographic Tibial Tunnel Assessment After Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts and Biocomposite Screws: A Prospective Study With 5-Year Follow-Up,Radiographic Tibial Tunnel Assessme,2017,10.1016/j.arthro.2017.06.025,Arthroscopy - Journal of Arthroscopic and Related Surgery,Karikis2017,,,
,Khare R. (2017),Embase,"Khare R., Lal H., Vidyarthi K., Jangira V., Mittal D.",Khare,Randomised comparison of pretensioning using cyclical loading and on tendon board for arthroscopic anterior cruciate ligament reconstruction using hamstring autograft,Randomised comparison of pretension,2017,10.1016/j.jcot.2017.06.015,Journal of Clinical Orthopaedics and Trauma,Khare2017,,,
,Tu Z.S. (2016),Embase,"Tu Z.S., Liang L.X., Xing J.S.",Tu,,,2016,10.3969/j.issn.2095-4344.2016.15.009,Chinese Journal of Tissue Engineering Research,Tu2016,,,
,Wang J. (2015),Embase,"Wang J., Li Y., Yu T.-B., Zhang Q.-L.",Wang,Anterior cruciate ligament reconstruction with or without remnant preservation: A 6-month follow-up,Anterior cruciate ligament reconstr,2015,10.3969/j.issn.2095-4344.2015.29.010,Chinese Journal of Tissue Engineering Research,Wang2015,,,
,Inoue T. (2015),Embase,"Inoue T., Soejima T., Murakami H., Tabuchi K., Noguchi K., Horibe S., Tanaka Y., Shiba N.",Inoue,Anatomic oblong double bundle anterior cruciate ligament reconstruction,Anatomic oblong double bundle anter,2015,10.2739/kurumemedj.MS66002,Kurume Medical Journal,Inoue2015,,,
,Hegde A.S. (2014),Embase,"Hegde A.S., Rai D.K., Kannampilly A.J.",Hegde,A comparison of functional outcomes after metallic and bioabsorbable interference screw fixations in arthroscopic ACL reconstructions,A comparison of functional outcomes,2014,10.7860/JCDR/2014/8834.4237,Journal of Clinical and Diagnostic Research,Hegde2014,,,
,Koken M. (2014),Embase,"Koken M., Akan B., Kaya A., Armangil M.",Koken,"Comparing the anatomic single-bundle versus the anatomic double-bundle for anterior cruciate ligament reconstruction: A prospective, randomized, single blind, clinical study",Comparing the anatomic single-bundl,2014,10.1007/s12570-013-0231-1,European Orthopaedics and Traumatology,Koken2014,,,
,Xu C.-M. (2012),Embase,"Xu C.-M., Yang L., Hu Y.-H., Huangfu X.-Q.",Xu,Transplantation of single-bundle four-strand hamstring tendon via anteromedial approach for anterior cruciate ligament reconstruction,Transplantation of single-bundle fo,2012,10.3969/j.issn.2095-4344.2012.53.019,Chinese Journal of Tissue Engineering Research,Xu2012,,,
,Fujita N. (2011),Embase,"Fujita N., Kuroda R., Matsumoto T., Yamaguchi M., Yagi M., Matsumoto A., Kubo S., Matsushita T., Hoshino Y., Nishimoto K., Araki D., Kurosaka M.",Fujita,"Comparison of the clinical outcome of double-bundle, anteromedial single-bundle, and posterolateral single-bundle anterior cruciate ligament reconstruction using hamstring tendon graft with minimum 2-year follow-up",Comparison of the clinical outcome ,2011,10.1016/j.arthro.2011.02.015,Arthroscopy - Journal of Arthroscopic and Related Surgery,Fujita2011,,,
,Sastre S. (2009),Embase,"Sastre S., Popescu D., NÃºÃ±ez M., Pomes J., Tomas X., Peidro L.",Sastre,"Double-bundle versus single-bundle ACL reconstruction using the horizontal femoral position: A prospective, randomized study",Double-bundle versus single-bundle ,2009,10.1007/s00167-009-0844-7,"Knee Surgery, Sports Traumatology, Arthroscopy",Sastre2009,,,
,Ferretti A. (2008),Embase,"Ferretti A., VadalÃ  A., De Carli A., Argento G., Conteduca F., Severini G.",Ferretti,Minimizing Internal Rotation Strength Deficit After Use of Semitendinosus for Anterior Cruciate Ligament Reconstruction: A Modified Harvesting Technique,Minimizing Internal Rotation Streng,2008,10.1016/j.arthro.2008.02.010,Arthroscopy - Journal of Arthroscopic and Related Surgery,Ferretti2008,,,
,Lavender C.D. (2025),Embase,"Lavender C.D., Schaver A.L., Taylor S., Peluso R., Berdis G., Singh V., Cipriani K., Lycans D., Jasko J., Hewett T.E.",Lavender,"Anterior Cruciate Ligament Reconstruction Augmentation With Bone Marrow Aspirate Concentrate, Demineralized Bone Matrix, and Suture Tape Shows No Difference in Outcomesâ€”But Faster Functional Recoveryâ€”Versus Non-augmented Anterior Cruciate Ligament Reconstruction",Anterior Cruciate Ligament Reconstr,2025,10.1016/j.arthro.2024.06.042,Arthroscopy - Journal of Arthroscopic and Related Surgery,Lavender2025,,,
,Yue W. (2025),Embase,"Yue W., Ruilan D., Yunan Z., Wenqiang Y., Shuang R., Xi G., Yingfang A.",Yue,"The effect of exercise rehabilitation on bone mineral density, muscle strength, and physical function outcomes in ACL ruptures: A randomized controlled clinical trial",The effect of exercise rehabilitati,2025,10.1016/j.smhs.2025.03.002,Sports Medicine and Health Science,Yue2025,,,
,Ong M.T.-Y. (2024),Embase,"Ong M.T.-Y., Lu X., Choi B.C.-Y., Wan S.-W., Wang Q., Man G.C.-W., Lui P.P.-Y., Fong D.T.-P., Mok D.K.-W., Yung P.S.-H.",Ong,"Vitamin D as an intervention for improving quadriceps muscle strength in patients after anterior cruciate ligament reconstruction: study protocol for a randomized double-blinded, placebo-controlled clinical trial",Vitamin D as an intervention for im,2024,10.1186/s13063-024-08094-w,Trials,Ong2024,,,
,Wang X. (2024),Embase,"Wang X., Xu Z., Song S., Mao Z., Huang X., Luo M., Zhou X., Xu B., Ye J., Song Y., Yu J.",Wang,Which technique provides more benefits in return to sports and clinical outcomes after anterior cruciate ligament reconstruction: Double-bundle or single-bundle? A randomized controlled study,Which technique provides more benef,2024,10.1097/CM9.0000000000003267,Chinese Medical Journal,Wang2024,,,
,Runner R.P. (2018),Embase,"Runner R.P., Boden S.A., Godfrey W.S., Premkumar A., Samady H., Gottschalk M.B., Xerogeanes J.W.",Runner,"Quadriceps Strength Deficits After a Femoral Nerve Block Versus Adductor Canal Block for Anterior Cruciate Ligament Reconstruction: A Prospective, Single-Blinded, Randomized Trial",Quadriceps Strength Deficits After ,2018,10.1177/2325967118797990,Orthopaedic Journal of Sports Medicine,Runner2018,,,
,Zhang X. (2017),Embase,"Zhang X., Huang H., Yang J., Yu Y., Zhang D., Chang C.",Zhang,Effects of preoperative isokinetic eccentric training and whey protein isolate supplement on quadriceps strength and knee function in patients with anterior cruciate ligament rupture,Effects of preoperative isokinetic ,2017,10.3881/j.issn.1000-503X.2017.06.010,Acta Academiae Medicinae Sinicae,Zhang2017,,,
,Liang Y. (2006),Embase,"Liang Y., Zhang S.-M., Hu Y., Zhang H.-W., Yuan R.-X.",Liang,Effects of traditional Chinese medicine and rehabilitation training on knee joint function after anterior cruciate ligament reconstruction in arthroscopy,Effects of traditional Chinese medi,2006,,Chinese Journal of Clinical Rehabilitation,Liang2006,,,
,Staub A. (2002),Embase,"Staub A., Ullmann P., Winker K.H.",Staub,Electromyostimulation under early functional rehabilitation after replacement of the anterior cruciate ligament,Electromyostimulation under early f,2002,10.1055/s-2002-25750,Aktuelle Traumatologie,Staub2002,,,
,Tegner Y. (1985),Embase,"Tegner Y., Lysholm J.",Tegner,Derotation brace and knee function in patients with anterior cruciate ligament tears,Derotation brace and knee function ,1985,10.1016/S0749-8063(85)80095-5,Arthroscopy,Tegner1985,,,
,Prasad K. (2024),Embase,"Prasad K., Biradar R.K., Patil V.K., Kembhavi R., Prashant K., Khodnapur G.",Prasad,A PROSPECTIVE STUDY ON THE FUNCTIONAL OUTCOMES OF PRIMARY ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION TREATED WITH PERONEUS LONGUS AUTOGRAFT,A PROSPECTIVE STUDY ON THE FUNCTION,2024,10.47009/jamp.2024.6.5.90,International Journal of Academic Medicine and Pharmacy,Prasad2024,,,
,Perry A.K. (2022),Embase,"Perry A.K., Knapik D.M., Gursoy S., Alter T.D., Clapp I.M., Verma N.N., LaPrade R.F., Chahla J.",Perry,"Determining the Roles of the Anterior Cruciate Ligament, Posterolateral Corner, and Medial Collateral Ligament in Knee Hyperextension Using the Heel-Height Test",Determining the Roles of the Anteri,2022,10.1177/23259671221086669,Orthopaedic Journal of Sports Medicine,Perry2022,,,
,Noh J.H. (2016),Embase,"Noh J.H., Kyiung H.S., Yoon K.H., Roh Y.H.",Noh,Supplementary tibial fixation in anterior cruciate ligament reconstruction - Direct cortical fixation using spiked washer screw vs. post-tie using washer screw,Supplementary tibial fixation in an,2016,,Acta orthopaedica Belgica,Noh2016,,,
,Kim S.-J. (2013),Embase,"Kim S.-J., Bae J.-H., Song S.-H., Lim H.-C.",Kim,Bone tunnel widening with autogenous bone plugs versus bioabsorbable interference screws for secondary fixation in ACL reconstruction,Bone tunnel widening with autogenou,2013,10.2106/JBJS.L.00356,Journal of Bone and Joint Surgery,Kim2013,,,
,Mutsuzaki (2018),Web of Science,"Mutsuzaki, H; Kinugasa, T; Ikeda, K; Sakane, M",Mutsuzaki,Anatomic single-bundle anterior cruciate ligament reconstruction using a calcium phosphate-hybridized tendon graft: a randomized controlled trial with 2years of follow-up,Anatomic single-bundle anterior cru,2018,10.1186/s13018-018-1045-1,Journal Of Orthopaedic Surgery And Research,Mutsuzaki2018,,,
,Fithian (2005),Web of Science,"Fithian, DC; Paxton, EW; Stone, ML; Luetzow, WF; Csintalan, RP; Phelan, D; Daniel, DM",Fithian,Prospective trial of a treatment algorithm for the management of the anterior cruciate ligament-injured knee,Prospective trial of a treatment al,2005,10.1177/0363546504269590,American Journal Of Sports Medicine,Fithian2005,,,
,Kulinski (2023),Web of Science,"Kulinski, K; Wasko, MK; Trams, E; Malesa, K; Pomianowski, S; Kaminski, R",Kulinski,"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study",Anterior Cruciate Ligament Reconstr,2023,10.1177/03635465221149738,American Journal Of Sports Medicine,Kulinski2023,,,
,Bohn (2015),Web of Science,"Bohn, MB; Sorensen, H; Petersen, MK; Soballe, K; Lind, M",Bohn,Rotational laxity after anatomical ACL reconstruction measured by 3-D motion analysis: a prospective randomized clinical trial comparing anatomic and nonanatomic ACL reconstruction techniques,Rotational laxity after anatomical ,2015,10.1007/s00167-014-3156-5,Knee Surgery Sports Traumatology Arthroscopy,Bohn2015,,,
,Drocco (2017),Web of Science,"Drocco, L; Camazzola, D; Ferracini, R; Lustig, S; Ravera, L; Graziano, E; Massè, A; Bistolfi, A",Drocco,Tripled semitendinosus with single harvesting is as effective but less invasive compared to standard gracilis-semitendinosus harvesting,Tripled semitendinosus with single ,2017,10.11138/mltj/2017.7.4.564,Mltj-Muscles Ligaments And Tendons Journal,Drocco2017,,,
,Kim (2018),Web of Science,"Kim, JG; Kang, SH; Kim, JH; Lim, CO; Wang, JH",Kim,"Comparison of Clinical Results, Second-Look Arthroscopic Findings, and MRI Findings Between the Transportal and Outside-In Techniques for Double-Bundle Anatomic Anterior Cruciate Ligament Reconstruction A Prospective, Randomized Controlled Trial With a Minimum 2-Year Follow-up","Comparison of Clinical Results, Sec",2018,10.1177/0363546517744535,American Journal Of Sports Medicine,Kim2018,,,
,Buda (2005),Web of Science,"Buda, R; Verni, E; Ferruzzi, A; Di Caprio, F; Giannini, S",Buda,Anterior cruciate ligament replacement with distally inserted doubled hamstring graft: prospective clinical and instrumental evaluation,Anterior cruciate ligament replacem,2005,,Medicina Dello Sport,Buda2005,,,
,Cai (2023),Web of Science,"Cai, ZJ; Yang, YT; Liu, D; Lu, WH; Pan, LY; He, M; Xie, WQ; Yu, DJ; Li, HZ; Jin, HF; Li, YS; Xiao, WF",Cai,The effect of hamstring donor-site block for functional outcomes and rehabilitation after anterior cruciate ligament reconstruction,The effect of hamstring donor-site ,2023,10.3389/fsurg.2023.1003022,Frontiers In Surgery,Cai2023,,,
,Song (2018),Web of Science,"Song, HY; Dai, XS; Li, JH; Zhu, SN",Song,Hamstring Co-Contraction in the Early Stage of Rehabilitation After Anterior Cruciate Ligament Reconstruction: A Longitudinal Study,Hamstring Co-Contraction in the Ear,2018,10.1097/PHM.0000000000000941,American Journal Of Physical Medicine & Rehabilitation,Song2018,,,
,López-Vidriero (2019),Web of Science,"López-Vidriero, E; Olivé-Vilas, R; López-Capapé, D; Varela-Sende, L; López-Vidriero, R; Til-Pérez, L",López-Vidriero,"Efficacy and Tolerability of Progen, a Nutritional Supplement Based on Innovative Plasma Proteins, in ACL Reconstruction: A Multicenter Randomized Controlled Trial",Efficacy and Tolerability of Progen,2019,10.1177/2325967119827237,Orthopaedic Journal Of Sports Medicine,López-Vidriero2019,,,
,Vicente-Mampel (2025),Web of Science,"Vicente-Mampel, J; López-Soler, J; Sevilla-López, P; Ferrer-Torregrosa, J; Martín-Ruíz, J; Jaenada-Carrilero, E; Castillo-Dutor, N; Pascual-Leone, A; Pascual-Leone, N; Baraja-Vegas, L; Muñoz, JMT",Vicente-Mampel,Enhancing functional recovery after ACL injury. A protocol for a randomized control trial of transcranial direct current stimulation over the motor cortex,Enhancing functional recovery after,2025,10.3389/fresc.2025.1627228,Frontiers In Rehabilitation Sciences,Vicente-Mampel2025,,,
,Helal (2024),Web of Science,"Helal, A; El-Gebaly, O; Hamed, H; Omran, AM; Elforse, E",Helal,Periosteal wrapping of the hamstring tendon autograft improves graft healing and prevents tunnel widening after anterior cruciate ligament anatomic reconstruction,Periosteal wrapping of the hamstrin,2024,10.1007/s00402-024-05356-9,Archives Of Orthopaedic And Trauma Surgery,Helal2024,,,
,Ramakanth (2021),Web of Science,"Ramakanth, R; Sundararajan, SR; Sujith, BSG; D'Souza, T; Arumugam, P; Rajasekaran, S",Ramakanth,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial","Medial Collateral Ligament Repair, ",2021,10.1016/j.arthro.2024.09.023,Arthroscopy-The Journal Of Arthroscopic And Related Surgery,Ramakanth2021,,,
