doi,authors,first_author,title,short_title,year,journal,key
,"Hussein M., van Eck C.F., Cretnik A., Dinevski D., Fu F.H.",Hussein,"Prospective randomized clinical evaluation of conventional single-bundle, anatomic single-bundle, and anatomic double-bundle anterior cruciate ligament reconstruction: 281 cases with 3- to 5-year follow-up.",prospectiverandomizedclinicalevaluationofconventionalsinglebundleanatomicsinglebundleandanatomicdoublebundleanteriorcruciateligamentreconstruction:281caseswith3to5yearfollowup,2012,The American journal of sports medicine (2012) 40:3 (512-520). Date of Publication: Mar 2012,Hussein+prospectiverandomizedclinicalevaluationofconventionalsinglebundleanatomicsinglebundleandanatomicdoublebundleanteriorcruciateligamentreconstruction:281caseswith3to5yearfollowup+2012
,"De Wall M., Scholes C.J., Patel S., Coolican M.R., Parker D.A.",De,Tibial fixation in anterior cruciate ligament reconstruction: a prospective randomized study comparing metal interference screw and staples with a centrally placed polyethylene screw and sheath.,tibialfixationinanteriorcruciateligamentreconstruction:aprospectiverandomizedstudycomparingmetalinterferencescrewandstapleswithacentrallyplacedpolyethylenescrewandsheath,2011,The American journal of sports medicine (2011) 39:9 (1858-1864). Date of Publication: Sep 2011,De+tibialfixationinanteriorcruciateligamentreconstruction:aprospectiverandomizedstudycomparingmetalinterferencescrewandstapleswithacentrallyplacedpolyethylenescrewandsheath+2011
,"Suomalainen P., Moisala A.S., Paakkala A., Kannus P., Järvelä T.",Suomalainen,Double-bundle versus single-bundle anterior cruciate ligament reconstruction: randomized clinical and magnetic resonance imaging study with 2-year follow-up.,doublebundleversussinglebundleanteriorcruciateligamentreconstruction:randomizedclinicalandmagneticresonanceimagingstudywith2yearfollowup,2011,The American journal of sports medicine (2011) 39:8 (1615-1622). Date of Publication: Aug 2011,Suomalainen+doublebundleversussinglebundleanteriorcruciateligamentreconstruction:randomizedclinicalandmagneticresonanceimagingstudywith2yearfollowup+2011
,"Stener S., Ejerhed L., Sernert N., Laxdal G., Rostgård-Christensen L., Kartus J.",Stener,"A long-term, prospective, randomized study comparing biodegradable and metal interference screws in anterior cruciate ligament reconstruction surgery: radiographic results and clinical outcome.",alongtermprospectiverandomizedstudycomparingbiodegradableandmetalinterferencescrewsinanteriorcruciateligamentreconstructionsurgery:radiographicresultsandclinicaloutcome,2010,The American journal of sports medicine (2010) 38:8 (1598-1605). Date of Publication: Aug 2010,Stener+alongtermprospectiverandomizedstudycomparingbiodegradableandmetalinterferencescrewsinanteriorcruciateligamentreconstructionsurgery:radiographicresultsandclinicaloutcome+2010
,"Jagodzinski M., Geiges B., von Falck C., Knobloch K., Haasper C., Brand J., Hankemeier S., Krettek C., Meller R.",Jagodzinski,Biodegradable screw versus a press-fit bone plug fixation for hamstring anterior cruciate ligament reconstruction: a prospective randomized study.,biodegradablescrewversusapressfitboneplugfixationforhamstringanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,2010,The American journal of sports medicine (2010) 38:3 (501-508). Date of Publication: Mar 2010,Jagodzinski+biodegradablescrewversusapressfitboneplugfixationforhamstringanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy+2010
,"Aglietti P., Giron F., Losco M., Cuomo P., Ciardullo A., Mondanelli N.",Aglietti,"Comparison between single-and double-bundle anterior cruciate ligament reconstruction: a prospective, randomized, single-blinded clinical trial.",comparisonbetweensingleanddoublebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedsingleblindedclinicaltrial,2010,The American journal of sports medicine (2010) 38:1 (25-34). Date of Publication: Jan 2010,Aglietti+comparisonbetweensingleanddoublebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedsingleblindedclinicaltrial+2010
,"Robert H., Es-Sayeh J.",Robert,The role of periosteal flap in the prevention of femoral widening in anterior cruciate ligament reconstruction using hamstring tendons.,theroleofperiostealflapinthepreventionoffemoralwideninginanteriorcruciateligamentreconstructionusinghamstringtendons,2004,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2004) 12:1 (30-35). Date of Publication: Jan 2004",Robert+theroleofperiostealflapinthepreventionoffemoralwideninginanteriorcruciateligamentreconstructionusinghamstringtendons+2004
,"Liang Y., Zhang S.-M., Hu Y., Zhang H.-W., Yuan R.-X.",Liang,Effects of traditional Chinese medicine and rehabilitation training on knee joint function after anterior cruciate ligament reconstruction in arthroscopy,effectsoftraditionalchinesemedicineandrehabilitationtrainingonkneejointfunctionafteranteriorcruciateligamentreconstructioninarthroscopy,2006,Chinese Journal of Clinical Rehabilitation (2006) 10:27 (6-10). Date of Publication: 20 Jul 2006,Liang+effectsoftraditionalchinesemedicineandrehabilitationtrainingonkneejointfunctionafteranteriorcruciateligamentreconstructioninarthroscopy+2006
,"Noh J.H., Kyiung H.S., Yoon K.H., Roh Y.H.",Noh,Supplementary tibial fixation in anterior cruciate ligament reconstruction - Direct cortical fixation using spiked washer screw vs. post-tie using washer screw,supplementarytibialfixationinanteriorcruciateligamentreconstructiondirectcorticalfixationusingspikedwasherscrewvsposttieusingwasherscrew,2016,Acta orthopaedica Belgica (2016) 82:2 (358-364). Date of Publication: 1 Aug 2016,Noh+supplementarytibialfixationinanteriorcruciateligamentreconstructiondirectcorticalfixationusingspikedwasherscrewvsposttieusingwasherscrew+2016
,"Buda, R; Verni, E; Ferruzzi, A; Di Caprio, F; Giannini, S",Buda,Anterior cruciate ligament replacement with distally inserted doubled hamstring graft: prospective clinical and instrumental evaluation,anteriorcruciateligamentreplacementwithdistallyinserteddoubledhamstringgraft:prospectiveclinicalandinstrumentalevaluation,2005,MEDICINA DELLO SPORT,Buda+anteriorcruciateligamentreplacementwithdistallyinserteddoubledhamstringgraft:prospectiveclinicalandinstrumentalevaluation+2005
,"Zeman, P; Kautzner, J; Havel, O; Matejka, J; Pavelka, T; Havlas, V",Zeman,Anatomical All-Inside Anterior Cruciate Ligament Reconstruction Using Quadrupled Semitendinosus Tendon Graft with Posteromedial Harvest - Clinical Results of Prospective Study at a Minimum 12-Months Follow-up,anatomicalallinsideanteriorcruciateligamentreconstructionusingquadrupledsemitendinosustendongraftwithposteromedialharvestclinicalresultsofprospectivestudyataminimum12monthsfollowup,2018,ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA,Zeman+anatomicalallinsideanteriorcruciateligamentreconstructionusingquadrupledsemitendinosustendongraftwithposteromedialharvestclinicalresultsofprospectivestudyataminimum12monthsfollowup+2018
,"Laoruengthana A, Pattayakorn S, Chotanaputhi T, Kosiyatrakul A.",Laoruengthana,"Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial",clinicalcomparisonbetweensixstrandhamstringtendonandpatellartendonautograftinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedclinicaltrial,2009,J Med Assoc Thai,Laoruengthana+clinicalcomparisonbetweensixstrandhamstringtendonandpatellartendonautograftinarthroscopicanteriorcruciateligamentreconstruction:aprospectiverandomizedclinicaltrial+2009
,"Boonriong T, Kietsiriroje N.",Boonriong,Arthroscopically assisted anterior cruciate ligament reconstruction: comparison of bone-patellar tendon-bone versus hamstring tendon autograft,arthroscopicallyassistedanteriorcruciateligamentreconstruction:comparisonofbonepatellartendonboneversushamstringtendonautograft,2004,J Med Assoc Thai,Boonriong+arthroscopicallyassistedanteriorcruciateligamentreconstruction:comparisonofbonepatellartendonboneversushamstringtendonautograft+2004
,"Aglietti P, Giron F, Buzzi R, Biddau F, Sasso F.",Aglietti,"Anterior cruciate ligament reconstruction: bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts. A prospective, randomized clinical trial",anteriorcruciateligamentreconstruction:bonepatellartendonbonecomparedwithdoublesemitendinosusandgracilistendongraftsaprospectiverandomizedclinicaltrial,2004,J Bone Joint Surg Am,Aglietti+anteriorcruciateligamentreconstruction:bonepatellartendonbonecomparedwithdoublesemitendinosusandgracilistendongraftsaprospectiverandomizedclinicaltrial+2004
,"Acquitter Y, Hulet C, Locker B, Delbarre JC, Jambou S, Vielpeau C.",Acquitter,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up],patellartendonboneautograftreconstructionoftheanteriorcruciateligamentforadvancedstagechronicanteriorlaxity:isanextraarticularplastynecessary?aprospectiverandomizedstudyof100patientswithfiveyearfollowup,2003,Rev Chir Orthop Reparatrice Appar Mot,Acquitter+patellartendonboneautograftreconstructionoftheanteriorcruciateligamentforadvancedstagechronicanteriorlaxity:isanextraarticularplastynecessary?aprospectiverandomizedstudyof100patientswithfiveyearfollowup+2003
,"Katabi M, Djian P, Christel P.",Katabi,[Anterior cruciate ligament reconstruction: patellar tendon autograft versus four-strand hamstring tendon autografts. A comparative study at one year follow-up],anteriorcruciateligamentreconstruction:patellartendonautograftversusfourstrandhamstringtendonautograftsacomparativestudyatoneyearfollowup,2002,Rev Chir Orthop Reparatrice Appar Mot,Katabi+anteriorcruciateligamentreconstruction:patellartendonautograftversusfourstrandhamstringtendonautograftsacomparativestudyatoneyearfollowup+2002
,"Eriksson K, Anderberg P, Hamberg P, Olerud P, Wredmark T.",Eriksson,There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients,therearedifferencesinearlymorbidityafteraclreconstructionwhencomparingpatellartendonandsemitendinosustendongraftaprospectiverandomizedstudyof107patients,2001,Scand J Med Sci Sports,Eriksson+therearedifferencesinearlymorbidityafteraclreconstructionwhencomparingpatellartendonandsemitendinosustendongraftaprospectiverandomizedstudyof107patients+2001
,"García-Linage R, Lassard-Rosenthal J, Noval-García R, Muñiz-Madrazo A, Fraind-Maya G, Palmero-Picazo J, German-Córdoba I, Zimbrón-López D.",García-Linage,[Autologous hamstring versus quadriceps graft in anterior cruciate ligament plasty. Comparative study with focus on Return-To-Sport],autologoushamstringversusquadricepsgraftinanteriorcruciateligamentplastycomparativestudywithfocusonreturntosport,2025,Acta Ortop Mex,García-Linage+autologoushamstringversusquadricepsgraftinanteriorcruciateligamentplastycomparativestudywithfocusonreturntosport+2025
,"Lan X, Huang J, Tian F, Wang S, Liu C, Wang J.",Lan,Application of 3D-Printed Personalized Guide for Lateral Femoral Positioning in Anterior Cruciate Ligament Reconstruction of the Knee,applicationof3dprintedpersonalizedguideforlateralfemoralpositioninginanteriorcruciateligamentreconstructionoftheknee,2023,Altern Ther Health Med,Lan+applicationof3dprintedpersonalizedguideforlateralfemoralpositioninginanteriorcruciateligamentreconstructionoftheknee+2023
,"Kasl J, Zeman P, Pavelka T, Cibulková J, Pilný J, Matějka J.",Kasl,[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study],clinicaloutcomesoftheapplicationofplateletrichfibrinduringanatomicanteriorcruciateligamentreconstruction:resultsofprospectiverandomisedstudy,2022,Acta Chir Orthop Traumatol Cech,Kasl+clinicaloutcomesoftheapplicationofplateletrichfibrinduringanatomicanteriorcruciateligamentreconstruction:resultsofprospectiverandomisedstudy+2022
,"Joshi A, Kayasth N, Shrestha S, Kc BR.",Joshi,Infra Patellar Branch of Saphenous Nerve Injury during Hamstring Graft Harvest: Vertical versus Oblique Incisions,infrapatellarbranchofsaphenousnerveinjuryduringhamstringgraftharvest:verticalversusobliqueincisions,2016,J Nepal Health Res Counc,Joshi+infrapatellarbranchofsaphenousnerveinjuryduringhamstringgraftharvest:verticalversusobliqueincisions+2016
,"Demirağ B, Ermutlu C, Aydemir F, Durak K.",Demirağ,A comparison of clinical outcome of augmentation and standard reconstruction techniques for partial anterior cruciate ligament tears,acomparisonofclinicaloutcomeofaugmentationandstandardreconstructiontechniquesforpartialanteriorcruciateligamenttears,2012,Eklem Hastalik Cerrahisi,Demirağ+acomparisonofclinicaloutcomeofaugmentationandstandardreconstructiontechniquesforpartialanteriorcruciateligamenttears+2012
,"Liu HG, Chen SX, Zhao CD, Ding LJ, Situ J.",Liu,[Comparative study on reconstruction of anterior cruciate ligaments with allografts and hamstring tendon under arthroscopy],comparativestudyonreconstructionofanteriorcruciateligamentswithallograftsandhamstringtendonunderarthroscopy,2008,Zhongguo Gu Shang,Liu+comparativestudyonreconstructionofanteriorcruciateligamentswithallograftsandhamstringtendonunderarthroscopy+2008
,"Goertzen M, Schulitz KP.",Goertzen,[Isolated intraarticular plasty of the semitendinosus or combined intra- and extra-articular plasty in chronic anterior laxity of the knee],isolatedintraarticularplastyofthesemitendinosusorcombinedintraandextraarticularplastyinchronicanteriorlaxityoftheknee,1994,Rev Chir Orthop Reparatrice Appar Mot,Goertzen+isolatedintraarticularplastyofthesemitendinosusorcombinedintraandextraarticularplastyinchronicanteriorlaxityoftheknee+1994
,"Ouyang X, Hong SD, Xin F, Wang L, Yang XW, Wang JR, Wang Q, Cui WD, Zhang AJ, Zhao ZX.",Ouyang,The curative efficacy of arthroscopic therapy in treating anterior cruciate ligament rupture with secondary osteoarthritis,thecurativeefficacyofarthroscopictherapyintreatinganteriorcruciateligamentrupturewithsecondaryosteoarthritis,2016,Eur Rev Med Pharmacol Sci,Ouyang+thecurativeefficacyofarthroscopictherapyintreatinganteriorcruciateligamentrupturewithsecondaryosteoarthritis+2016
,"Odensten M, Hamberg P, Nordin M, Lysholm J, Gillquist J.",Odensten,Surgical or conservative treatment of the acutely torn anterior cruciate ligament. A randomized study with short-term follow-up observations,surgicalorconservativetreatmentoftheacutelytornanteriorcruciateligamentarandomizedstudywithshorttermfollowupobservations,1985,Clin Orthop Relat Res,Odensten+surgicalorconservativetreatmentoftheacutelytornanteriorcruciateligamentarandomizedstudywithshorttermfollowupobservations+1985
,"Meena V.K., Lakhotia D., Nama K.G., Joshi S.",Meena,To Compare the Functional Outcome of Arthroscopic Reconstruction of Anterior Cruciate Ligament Using Patellar Tendon Bone Grafts v/s Hamstrings Graft: A Multicentric Study,tocomparethefunctionaloutcomeofarthroscopicreconstructionofanteriorcruciateligamentusingpatellartendonbonegraftsv/shamstringsgraft:amulticentricstudy,2023,International Journal of Life Sciences Biotechnology and Pharma Research (2023) 12:2 (2277-2281). Date of Publication: 1 Apr 2023,Meena+tocomparethefunctionaloutcomeofarthroscopicreconstructionofanteriorcruciateligamentusingpatellartendonbonegraftsv/shamstringsgraft:amulticentricstudy+2023
